opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
79ehwr35,vicki_laflamme,gtx_basic,hottechi,engaging,2017-03-02,2017-05-22,472.0
l0gmlgrr,vicki_laflamme,mg_special,hottechi,engaging,2017-03-02,2017-05-22,472.0
of7gy5f4,violet_mclelland,mg_special,the_new_york_inquirer,won,2017-03-02,2017-03-09,61.0
d3zc338t,zane_levy,gtx_basic,hottechi,engaging,2017-03-02,2017-05-22,472.0
cvfjuypm,zane_levy,gtxpro,singletechno,lost,2017-03-02,2017-05-23,0.0
l5807i4n,zane_levy,gtxpro,labdrill,won,2017-03-02,2017-03-16,4277.0
q1zkbgv5,anna_snelling,mg_special,globex_corporation,won,2017-03-03,2017-05-23,46.0
9jkodcau,anna_snelling,mg_special,rundofase,won,2017-03-03,2017-06-22,54.0
lelwkxdx,boris_faz,gtx_plus_pro,donquadtech,won,2017-03-03,2017-06-08,6173.0
qrq8c6mq,cassey_cress,gtxpro,globex_corporation,engaging,2017-03-03,2017-05-22,472.0
da95q0ve,cassey_cress,mg_advanced,ganjaflex,lost,2017-03-03,2017-03-21,0.0
5hmzh1z9,daniell_hammack,gtxpro,sumace,lost,2017-03-03,2017-06-11,0.0
05qmfsf0,darcel_schlecht,gtxpro,toughzap,lost,2017-03-03,2017-05-16,0.0
je245p8r,darcel_schlecht,gtx_plus_basic,konmatfix,won,2017-03-03,2017-05-28,1149.0
sfqmeziw,garret_kinder,gtx_basic,silis,lost,2017-03-03,2017-05-04,0.0
b8rr21xp,jonathan_berthelot,gtx_plus_basic,dontechi,lost,2017-03-03,2017-03-16,0.0
zg8wpg99,kary_hendrixson,gtxpro,hottechi,engaging,2017-03-03,2017-05-22,472.0
u85vv1bu,kary_hendrixson,gtx_basic,goodsilron,won,2017-03-03,2017-05-22,568.0
v6hb68bl,kary_hendrixson,gtx_basic,j-texon,won,2017-03-03,2017-05-30,567.0
h9jpb7gw,lajuana_vencill,gtx_basic,genco_pura_olive_oil_company,won,2017-03-03,2017-03-09,542.0
8lfnu39a,marty_freudenburg,gtx_basic,conecom,lost,2017-03-03,2017-05-28,0.0
swpttvqz,marty_freudenburg,gtx_plus_basic,funholding,won,2017-03-03,2017-03-16,1062.0
gkjlm1ur,maureen_marcano,gtx_plus_basic,fasehatice,won,2017-03-03,2017-03-13,1057.0
8l1zhtpl,moses_frase,gtx_plus_basic,globex_corporation,won,2017-03-03,2017-06-01,1020.0
u7m26uzv,vicki_laflamme,mg_special,hottechi,engaging,2017-03-03,2017-05-22,472.0
tv300inp,wilburn_farren,gtx_plus_pro,hottechi,engaging,2017-03-03,2017-05-22,472.0
kbq16f1i,zane_levy,gtx_basic,hottechi,engaging,2017-03-03,2017-05-22,472.0
4xx690sp,zane_levy,gtx_basic,green-plus,won,2017-03-03,2017-05-11,535.0
jsdgellk,anna_snelling,gtx_basic,codehow,won,2017-03-04,2017-06-13,522.0
lv1754ps,anna_snelling,gtx_basic,rangreen,won,2017-03-04,2017-05-14,544.0
jiyyv11p,anna_snelling,mg_advanced,genco_pura_olive_oil_company,won,2017-03-04,2017-06-07,3081.0
fyn7c0cv,cassey_cress,mg_advanced,hottechi,engaging,2017-03-04,2017-05-22,472.0
6tb7xa83,cecily_lampkin,mg_special,dambase,won,2017-03-04,2017-05-18,51.0
u5um9w8v,corliss_cosme,gtx_plus_basic,zencorporation,lost,2017-03-04,2017-05-09,0.0
5jdwbols,daniell_hammack,gtx_basic,hottechi,engaging,2017-03-04,2017-05-22,472.0
pob32whj,daniell_hammack,gtx_plus_basic,acme_corporation,lost,2017-03-04,2017-05-06,0.0
4t8kr12s,darcel_schlecht,gtx_plus_basic,streethex,won,2017-03-04,2017-03-20,1076.0
ja0d4v57,james_ascencio,mg_advanced,y-corporation,won,2017-03-04,2017-05-09,3685.0
6ckb8i8u,jonathan_berthelot,gtx_plus_basic,hottechi,lost,2017-03-04,2017-05-13,0.0
hkbaon9x,kami_bicknell,gtxpro,golddex,won,2017-03-04,2017-05-18,3997.0
7s1n6qhi,kami_bicknell,mg_special,y-corporation,won,2017-03-04,2017-03-18,51.0
chi2t3ih,kami_bicknell,mg_advanced,sunnamplex,won,2017-03-04,2017-03-21,3164.0
x7hk448t,lajuana_vencill,gtx_basic,funholding,won,2017-03-04,2017-06-22,496.0
1yyn3pbu,markita_hansen,mg_advanced,faxquote,lost,2017-03-04,2017-05-13,0.0
r4l36y0p,marty_freudenburg,gtx_basic,stanredtax,won,2017-03-04,2017-03-26,579.0
cptepypz,maureen_marcano,gtx_basic,xx-holding,lost,2017-03-04,2017-05-20,0.0
ajj7vjwa,niesha_huffines,gtxpro,bioholding,lost,2017-03-04,2017-05-02,0.0
8br6e4s6,niesha_huffines,gtxpro,treequote,lost,2017-03-04,2017-05-27,0.0
ynkwbeen,reed_clapper,gtx_basic,kan-code,won,2017-03-04,2017-06-27,521.0
sarvibls,reed_clapper,mg_advanced,gekko_&_co,won,2017-03-04,2017-03-07,3889.0
m4znqteq,rosie_papadopoulos,mg_advanced,plussunin,won,2017-03-04,2017-03-12,3340.0
k0gwtwyl,versie_hillebrand,mg_special,finhigh,lost,2017-03-04,2017-03-20,0.0
tcsqo748,vicki_laflamme,gtxpro,cheers,lost,2017-03-04,2017-05-11,0.0
7ti1wtv9,zane_levy,gtxpro,acme_corporation,engaging,2017-03-04,2017-05-22,472.0
01eh41wa,zane_levy,gtxpro,hottechi,engaging,2017-03-04,2017-05-22,472.0
itcy8yv0,zane_levy,gtxpro,blackzim,won,2017-03-04,2017-06-11,5876.0
sauaozvo,anna_snelling,gtx_plus_pro,toughzap,won,2017-03-05,2017-05-29,5092.0
1xhlb0q5,boris_faz,gtx_plus_basic,massive_dynamic,lost,2017-03-05,2017-05-09,0.0
71gqnh5t,cassey_cress,mg_advanced,hottechi,engaging,2017-03-05,2017-05-22,472.0
lsa39jbg,daniell_hammack,gtx_basic,hottechi,engaging,2017-03-05,2017-05-22,472.0
ojva8zek,daniell_hammack,gtx_plus_basic,acme_corporation,won,2017-03-05,2017-06-08,966.0
uax3f7d4,daniell_hammack,gtx_plus_pro,opentech,won,2017-03-05,2017-03-21,6024.0
7pduwdgt,daniell_hammack,mg_advanced,condax,won,2017-03-05,2017-03-14,3759.0
qwj2trqm,darcel_schlecht,gtxpro,streethex,lost,2017-03-05,2017-05-24,0.0
3au5sz3v,donn_cantrell,gtxpro,donquadtech,won,2017-03-05,2017-03-23,4443.0
bvoo33ua,hayden_neloms,mg_advanced,cheers,won,2017-03-05,2017-06-28,3397.0
sc7xgqva,james_ascencio,gtx_plus_pro,singletechno,lost,2017-03-05,2017-03-15,0.0
uy45y7am,james_ascencio,mg_special,sunnamplex,lost,2017-03-05,2017-05-14,0.0
m92y63q3,jonathan_berthelot,mg_special,domzoom,won,2017-03-05,2017-05-05,59.0
aktpc3m1,kami_bicknell,gtx_basic,hottechi,engaging,2017-03-05,2017-05-22,472.0
jxaytfni,lajuana_vencill,gtx_basic,cancity,lost,2017-03-05,2017-05-12,0.0
bmm5d5r4,lajuana_vencill,gtx_basic,dambase,lost,2017-03-05,2017-05-21,0.0
psgttyut,lajuana_vencill,gtx_basic,rangreen,won,2017-03-05,2017-06-06,494.0
jrc2pmkx,lajuana_vencill,gtx_plus_basic,codehow,won,2017-03-05,2017-05-16,1060.0
ja5g7ybo,markita_hansen,mg_special,blackzim,engaging,2017-03-05,2017-05-22,472.0
6m5lv1ze,marty_freudenburg,mg_special,scottech,lost,2017-03-05,2017-05-26,0.0
cz8ppztc,rosie_papadopoulos,mg_special,bioplex,engaging,2017-03-05,2017-05-22,472.0
ibzqbcsu,rosie_papadopoulos,mg_special,vehement_capital_partners,lost,2017-03-05,2017-05-19,0.0
yabtm1g5,versie_hillebrand,gtx_basic,domzoom,lost,2017-03-05,2017-05-30,0.0
fpth6urq,vicki_laflamme,gtx_basic,faxquote,won,2017-03-05,2017-05-11,624.0
s3xe14xp,vicki_laflamme,gtx_basic,goodsilron,won,2017-03-05,2017-05-08,565.0
u6q0t9kv,vicki_laflamme,gtx_basic,konex,won,2017-03-05,2017-06-14,642.0
yq0y0yqs,violet_mclelland,mg_advanced,newex,engaging,2017-03-05,2017-05-22,472.0
hrwhrch8,violet_mclelland,mg_special,betasoloin,won,2017-03-05,2017-03-14,48.0
8b29crql,violet_mclelland,mg_special,donware,won,2017-03-05,2017-05-19,60.0
3km8wn7l,boris_faz,gtx_basic,kan-code,won,2017-03-06,2017-05-18,522.0
5z8s8uhk,cassey_cress,gtx_basic,hottechi,engaging,2017-03-06,2017-05-22,472.0
s0xildhq,cassey_cress,gtx_plus_pro,umbrella_corporation,won,2017-03-06,2017-03-18,4701.0
zvr3cs7n,darcel_schlecht,gtx_plus_pro,scottech,lost,2017-03-06,2017-05-20,0.0
azh0ints,elease_gluck,gtxpro,singletechno,won,2017-03-06,2017-03-13,4987.0
9amjkjx6,jonathan_berthelot,gtx_basic,inity,won,2017-03-06,2017-05-31,579.0
nmkajzj4,kary_hendrixson,mg_special,hottechi,engaging,2017-03-06,2017-05-22,472.0
3nqbmkok,kary_hendrixson,gtx_basic,kan-code,won,2017-03-06,2017-06-29,494.0
vbg91tqh,marty_freudenburg,gtx_basic,isdom,won,2017-03-06,2017-06-11,545.0
qze24x2h,maureen_marcano,gtx_basic,y-corporation,won,2017-03-06,2017-06-01,584.0
wspbq5yr,moses_frase,mg_advanced,dambase,won,2017-03-06,2017-06-09,3714.0
yjj1blpq,niesha_huffines,mg_advanced,finhigh,won,2017-03-06,2017-05-15,3423.0
xugtsb00,niesha_huffines,mg_advanced,ron-tech,won,2017-03-06,2017-03-19,3167.0
3dkk3jf3,reed_clapper,gtx_basic,acme_corporation,lost,2017-03-06,2017-05-29,0.0
i0tsielx,rosalina_dieter,gtx_plus_basic,xx-holding,won,2017-03-06,2017-05-29,987.0
sx0ssl0h,rosie_papadopoulos,gtx_plus_basic,hottechi,engaging,2017-03-06,2017-05-22,472.0
420porsf,rosie_papadopoulos,mg_advanced,konex,lost,2017-03-06,2017-06-06,0.0
dvcpcbmj,versie_hillebrand,mg_advanced,domzoom,lost,2017-03-06,2017-05-21,0.0
umz986gc,versie_hillebrand,mg_advanced,dontechi,won,2017-03-06,2017-05-24,3428.0
i7bwm5o0,violet_mclelland,mg_special,warephase,engaging,2017-03-06,2017-05-22,472.0
upqrp36u,violet_mclelland,mg_special,gekko_&_co,lost,2017-03-06,2017-05-22,0.0
rzi9hx5x,zane_levy,gtx_plus_basic,hottechi,won,2017-03-06,2017-05-31,1149.0
wfjpwn9o,anna_snelling,gtx_plus_pro,globex_corporation,won,2017-03-07,2017-06-11,6023.0
6f79vyh8,boris_faz,gtx_basic,hottechi,engaging,2017-03-07,2017-05-22,472.0
zq4qtt1z,boris_faz,gtx_plus_basic,hottechi,engaging,2017-03-07,2017-05-22,472.0
2wh4nur9,cassey_cress,gtx_basic,bluth_company,lost,2017-03-07,2017-06-04,0.0
s93l97vv,cecily_lampkin,mg_special,scottech,won,2017-03-07,2017-03-17,47.0
hru8fne1,corliss_cosme,gtx_basic,donquadtech,won,2017-03-07,2017-03-10,542.0
jdfn8azi,corliss_cosme,gtxpro,xx-zobam,won,2017-03-07,2017-03-16,4980.0
11ek1vp7,darcel_schlecht,gtxpro,funholding,won,2017-03-07,2017-05-28,4978.0
50hqrwgj,donn_cantrell,gtxpro,vehement_capital_partners,won,2017-03-07,2017-06-10,5256.0
n90vshi2,elease_gluck,gtxpro,hottechi,won,2017-03-07,2017-06-07,4327.0
21prd9fn,garret_kinder,gtxpro,donware,won,2017-03-07,2017-05-15,5022.0
itiqjarb,gladys_colclough,gtx_plus_pro,bioholding,won,2017-03-07,2017-03-11,4887.0
eauv9j9l,gladys_colclough,mg_advanced,stanredtax,won,2017-03-07,2017-03-21,3724.0
9a4h9iac,james_ascencio,gtx_plus_basic,hottechi,engaging,2017-03-07,2017-05-22,472.0
xwez1wnk,james_ascencio,gtx_basic,y-corporation,won,2017-03-07,2017-03-11,535.0
ztllhcbu,kary_hendrixson,gtx_basic,dontechi,engaging,2017-03-07,2017-05-22,472.0
jtsuywud,kary_hendrixson,gtx_plus_pro,blackzim,lost,2017-03-07,2017-05-24,0.0
cj5u6gx3,markita_hansen,mg_advanced,singletechno,won,2017-03-07,2017-03-15,3969.0
slyffvbe,maureen_marcano,gtx_plus_basic,blackzim,engaging,2017-03-07,2017-05-22,472.0
hduv7vjn,moses_frase,gtx_plus_pro,toughzap,won,2017-03-07,2017-03-13,6805.0
5ocy2xme,niesha_huffines,gtx_plus_basic,isdom,won,2017-03-07,2017-06-12,1190.0
1yb00uyy,rosie_papadopoulos,gtx_plus_pro,condax,won,2017-03-07,2017-05-29,4821.0
ncmt5kk3,vicki_laflamme,gtx_basic,dalttechnology,engaging,2017-03-07,2017-05-22,472.0
y23hqjrg,violet_mclelland,mg_special,kinnamplus,won,2017-03-07,2017-05-06,53.0
81fno0vm,wilburn_farren,gtx_plus_basic,hottechi,engaging,2017-03-07,2017-05-22,472.0
rfqp9vcw,wilburn_farren,mg_advanced,hottechi,engaging,2017-03-07,2017-05-22,472.0
ngcm47pc,zane_levy,gtxpro,hottechi,engaging,2017-03-07,2017-05-22,472.0
9hxsc391,cassey_cress,mg_advanced,vehement_capital_partners,won,2017-03-08,2017-05-22,3087.0
enomncoj,cecily_lampkin,mg_special,bioholding,won,2017-03-08,2017-06-03,59.0
cg4twlur,corliss_cosme,gtx_plus_basic,bubba_gump,won,2017-03-08,2017-06-02,857.0
0fig6zp2,daniell_hammack,gtx_plus_basic,massive_dynamic,won,2017-03-08,2017-06-27,1142.0
ia62kqbo,donn_cantrell,gtx_basic,ganjaflex,won,2017-03-08,2017-05-14,566.0
c54zxdlt,garret_kinder,mg_advanced,xx-zobam,won,2017-03-08,2017-03-18,4291.0
x96mmtci,hayden_neloms,gtx_plus_basic,rantouch,won,2017-03-08,2017-06-16,1039.0
p4rdu8qm,hayden_neloms,mg_advanced,xx-holding,won,2017-03-08,2017-05-19,3151.0
7c9q2za3,jonathan_berthelot,gtx_basic,gogozoom,won,2017-03-08,2017-03-24,590.0
yz1eym3y,jonathan_berthelot,mg_advanced,ron-tech,won,2017-03-08,2017-03-18,3217.0
m7j5bv9q,kami_bicknell,gtx_basic,zoomit,won,2017-03-08,2017-03-11,597.0
mdrx39d8,kary_hendrixson,gtxpro,newex,won,2017-03-08,2017-05-11,4918.0
7grfwf1u,kary_hendrixson,gtxpro,scotfind,won,2017-03-08,2017-03-19,5266.0
ehp6oq69,lajuana_vencill,mg_advanced,finhigh,lost,2017-03-08,2017-05-14,0.0
jdxss1ht,markita_hansen,gtx_basic,silis,engaging,2017-03-08,2017-05-22,472.0
4r1nma9e,markita_hansen,gtx_basic,singletechno,lost,2017-03-08,2017-05-17,0.0
cda8y12g,markita_hansen,mg_special,blackzim,won,2017-03-08,2017-05-07,61.0
ryllratf,markita_hansen,mg_advanced,faxquote,won,2017-03-08,2017-05-31,3470.0
kef5o2q6,moses_frase,gtx_basic,betatech,lost,2017-03-08,2017-06-26,0.0
y38ulzpm,rosalina_dieter,mg_special,newex,won,2017-03-08,2017-05-28,48.0
yfp8iz98,rosie_papadopoulos,mg_special,acme_corporation,won,2017-03-08,2017-06-22,61.0
u9cdtlzm,vicki_laflamme,mg_special,blackzim,lost,2017-03-08,2017-05-26,0.0
v5an4bzf,violet_mclelland,gtx_basic,silis,lost,2017-03-08,2017-05-29,0.0
58j6hcyk,zane_levy,gtx_basic,y-corporation,lost,2017-03-08,2017-06-05,0.0
gdgr4c37,zane_levy,gtx_plus_basic,plusstrip,lost,2017-03-08,2017-05-27,0.0
cooyicxu,anna_snelling,gtx_basic,inity,lost,2017-03-09,2017-05-22,0.0
ualnivay,anna_snelling,gtx_plus_pro,hottechi,lost,2017-03-09,2017-05-11,0.0
e5uw8agq,anna_snelling,gtx_basic,streethex,won,2017-03-09,2017-06-11,595.0
ewa9jfba,anna_snelling,mg_special,zumgoity,won,2017-03-09,2017-06-01,51.0
99dk6ohx,boris_faz,mg_special,opentech,lost,2017-03-09,2017-06-08,0.0
mk57phv1,cassey_cress,gtxpro,kan-code,won,2017-03-09,2017-05-25,4624.0
t1f2i8ed,corliss_cosme,gtx_plus_basic,hottechi,engaging,2017-03-09,2017-05-22,472.0
26ch1ndr,daniell_hammack,gtx_basic,mathtouch,engaging,2017-03-09,2017-05-22,472.0
isawvdyz,daniell_hammack,gtx_basic,hottechi,engaging,2017-03-09,2017-05-22,472.0
zgzsyijv,darcel_schlecht,gtx_plus_basic,finhigh,lost,2017-03-09,2017-05-15,0.0
6li7fxqt,darcel_schlecht,mg_special,bioholding,lost,2017-03-09,2017-05-28,0.0
d01u0ur8,darcel_schlecht,gtx_basic,funholding,won,2017-03-09,2017-06-17,571.0
9lfx3hbc,elease_gluck,mg_advanced,lexiqvolax,won,2017-03-09,2017-03-25,3333.0
jp3imu5x,gladys_colclough,gtx_plus_pro,isdom,won,2017-03-09,2017-05-16,4853.0
5i8woi8p,gladys_colclough,mg_special,toughzap,won,2017-03-09,2017-06-08,51.0
ljbq7p0v,james_ascencio,mg_special,zotware,engaging,2017-03-09,2017-05-22,472.0
zrypu2qw,james_ascencio,mg_advanced,hottechi,engaging,2017-03-09,2017-05-22,472.0
7c9buyv0,james_ascencio,gtx_basic,cheers,lost,2017-03-09,2017-05-23,0.0
gmvw87c4,kami_bicknell,gtxpro,cheers,won,2017-03-09,2017-06-17,5035.0
ny9arkre,marty_freudenburg,mg_special,codehow,won,2017-03-09,2017-06-01,51.0
xo3xxr9x,maureen_marcano,gtxpro,dalttechnology,won,2017-03-09,2017-06-09,4342.0
8qbifurm,versie_hillebrand,mg_advanced,codehow,lost,2017-03-09,2017-03-13,0.0
0a1ln7gb,violet_mclelland,mg_special,hottechi,engaging,2017-03-09,2017-05-22,472.0
zwajwk40,violet_mclelland,mg_special,vehement_capital_partners,won,2017-03-09,2017-06-22,48.0
wq0c723a,zane_levy,gtx_plus_pro,kan-code,won,2017-03-09,2017-05-18,5215.0
rcq32mxl,anna_snelling,gtx_plus_basic,streethex,lost,2017-03-10,2017-05-12,0.0
396wp6js,anna_snelling,mg_special,gogozoom,won,2017-03-10,2017-03-19,58.0
57689gk9,cecily_lampkin,mg_advanced,finhigh,won,2017-03-10,2017-03-20,3587.0
s2wdgihl,cecily_lampkin,mg_advanced,warephase,won,2017-03-10,2017-05-29,2915.0
8vg88hmh,daniell_hammack,gtxpro,konex,won,2017-03-10,2017-06-28,4762.0
tf7hcu69,garret_kinder,gtx_plus_basic,gekko_&_co,won,2017-03-10,2017-06-12,1062.0
0ex7ml4w,gladys_colclough,gtx_plus_pro,finhigh,lost,2017-03-10,2017-05-10,0.0
1b27cz2m,james_ascencio,gtx_plus_pro,hottechi,engaging,2017-03-10,2017-05-22,472.0
839ami93,kary_hendrixson,gtx_basic,hottechi,engaging,2017-03-10,2017-05-22,472.0
bfgasjaw,kary_hendrixson,gtx_basic,hottechi,engaging,2017-03-10,2017-05-22,472.0
5bshjg7w,kary_hendrixson,gtx_basic,kan-code,lost,2017-03-10,2017-05-30,0.0
hw38emkm,maureen_marcano,gtx_plus_pro,kan-code,lost,2017-03-10,2017-03-20,0.0
5xpyfick,rosie_papadopoulos,mg_special,inity,engaging,2017-03-10,2017-05-22,472.0
b5qcn9h7,violet_mclelland,mg_special,massive_dynamic,lost,2017-03-10,2017-05-29,0.0
x7m4go0j,violet_mclelland,gtx_plus_basic,zencorporation,won,2017-03-10,2017-06-28,1074.0
jyi35ppe,zane_levy,mg_special,newex,lost,2017-03-10,2017-05-05,0.0
6xhe52mv,anna_snelling,mg_special,inity,lost,2017-03-11,2017-05-30,0.0
0yn6ealp,anna_snelling,mg_special,scottech,won,2017-03-11,2017-03-17,57.0
a4lup6w6,cassey_cress,gtx_basic,zotware,won,2017-03-11,2017-05-22,586.0
kuk2h5md,cecily_lampkin,gtx_plus_basic,rundofase,won,2017-03-11,2017-06-13,1184.0
htw9348h,donn_cantrell,gtx_basic,silis,lost,2017-03-11,2017-05-19,0.0
ilr33oav,james_ascencio,mg_advanced,hottechi,engaging,2017-03-11,2017-05-22,472.0
a6ce8bhr,james_ascencio,gtx_plus_basic,lexiqvolax,lost,2017-03-11,2017-06-08,0.0
ui1uion3,james_ascencio,gtx_basic,j-texon,won,2017-03-11,2017-06-10,526.0
zpx96q40,james_ascencio,gtx_plus_pro,condax,won,2017-03-11,2017-06-12,5344.0
i0cylpne,james_ascencio,gtxpro,konex,won,2017-03-11,2017-05-22,4125.0
fgh181pc,kami_bicknell,gtx_basic,dalttechnology,won,2017-03-11,2017-06-06,528.0
8obc9cqe,kami_bicknell,mg_advanced,singletechno,won,2017-03-11,2017-03-26,3254.0
g3kfz8kx,kary_hendrixson,gtxpro,green-plus,lost,2017-03-11,2017-05-07,0.0
2y84yr3k,kary_hendrixson,gtx_basic,j-texon,won,2017-03-11,2017-05-24,516.0
97qhoowd,kary_hendrixson,gtx_basic,y-corporation,won,2017-03-11,2017-03-27,538.0
yl7xwuyo,lajuana_vencill,gtx_basic,codehow,won,2017-03-11,2017-06-17,459.0
vo8tfb31,maureen_marcano,gtx_basic,cheers,lost,2017-03-11,2017-06-26,0.0
q949mq5w,maureen_marcano,gtxpro,sunnamplex,won,2017-03-11,2017-05-22,5137.0
hzu0l5gs,moses_frase,mg_advanced,konmatfix,won,2017-03-11,2017-06-04,3330.0
8rf8xvyf,versie_hillebrand,gtx_basic,conecom,won,2017-03-11,2017-05-10,589.0
zilyya1v,vicki_laflamme,mg_special,goodsilron,won,2017-03-11,2017-03-30,45.0
by2l60v1,zane_levy,mg_special,hottechi,engaging,2017-03-11,2017-05-22,472.0
nh0wgtr4,anna_snelling,mg_special,funholding,lost,2017-03-12,2017-05-25,0.0
73ho9ozc,cassey_cress,gtx_basic,finjob,engaging,2017-03-12,2017-05-22,472.0
wbjx6o2d,cassey_cress,gtx_plus_pro,opentech,won,2017-03-12,2017-06-11,5664.0
1ihndn80,cecily_lampkin,mg_advanced,streethex,lost,2017-03-12,2017-05-02,0.0
t14k7m5g,corliss_cosme,gtx_plus_basic,initech,won,2017-03-12,2017-06-11,1074.0
xpp2q5wq,darcel_schlecht,gtx_plus_basic,globex_corporation,lost,2017-03-12,2017-05-02,0.0
fm4lx5o0,darcel_schlecht,gtxpro,treequote,lost,2017-03-12,2017-05-26,0.0
hg07756d,elease_gluck,gtx_basic,finjob,won,2017-03-12,2017-03-31,481.0
e7ysm99k,elease_gluck,gtx_plus_basic,labdrill,won,2017-03-12,2017-06-02,1101.0
4d1fp59d,gladys_colclough,gtx_basic,warephase,won,2017-03-12,2017-06-23,522.0
3e4vth6e,hayden_neloms,mg_special,hatfan,engaging,2017-03-12,2017-05-22,472.0
tk29f68v,hayden_neloms,mg_special,y-corporation,won,2017-03-12,2017-06-13,49.0
qhj3w8fw,kami_bicknell,gtxpro,hottechi,engaging,2017-03-12,2017-05-22,472.0
n3h82nho,kami_bicknell,gtxpro,newex,won,2017-03-12,2017-06-02,4865.0
gtanessu,lajuana_vencill,gtx_plus_basic,isdom,won,2017-03-12,2017-05-22,991.0
la0o6bhx,lajuana_vencill,gtx_plus_pro,dontechi,won,2017-03-12,2017-05-27,4509.0
rrkq0p07,markita_hansen,gtxpro,nam-zim,won,2017-03-12,2017-05-03,5169.0
j4v3vkq5,maureen_marcano,gtx_basic,sonron,won,2017-03-12,2017-03-27,491.0
17u8549g,maureen_marcano,gtxpro,labdrill,won,2017-03-12,2017-06-15,4281.0
g281luyf,niesha_huffines,gtx_plus_basic,finhigh,lost,2017-03-12,2017-05-08,0.0
4nak1xfv,rosie_papadopoulos,mg_special,umbrella_corporation,lost,2017-03-12,2017-05-18,0.0
y34mvxp3,rosie_papadopoulos,mg_advanced,kinnamplus,won,2017-03-12,2017-06-27,3443.0
n8g3g1uf,versie_hillebrand,mg_special,gogozoom,won,2017-03-12,2017-05-29,60.0
sdxzb8mc,versie_hillebrand,mg_special,hottechi,won,2017-03-12,2017-06-20,53.0
pfue2jyb,vicki_laflamme,mg_special,finjob,won,2017-03-12,2017-05-26,56.0
4a8sfej2,zane_levy,gtx_basic,scotfind,won,2017-03-12,2017-03-17,665.0
heg8wpqf,anna_snelling,gtx_plus_basic,inity,won,2017-03-13,2017-05-09,1140.0
0fst40lv,anna_snelling,mg_special,streethex,won,2017-03-13,2017-05-25,52.0
i7werq6b,anna_snelling,mg_special,warephase,won,2017-03-13,2017-06-08,52.0
t7uyhdun,boris_faz,gtx_plus_pro,donquadtech,lost,2017-03-13,2017-03-24,0.0
y28vhzkq,cassey_cress,mg_advanced,hottechi,engaging,2017-03-13,2017-05-22,472.0
v0eimves,cecily_lampkin,gtx_plus_pro,konmatfix,won,2017-03-13,2017-05-13,5121.0
dl4szagh,cecily_lampkin,mg_advanced,rundofase,won,2017-03-13,2017-03-31,3611.0
rviu1yq8,corliss_cosme,mg_special,massive_dynamic,won,2017-03-13,2017-03-24,50.0
znswdhtj,darcel_schlecht,gtx_basic,rundofase,won,2017-03-13,2017-05-15,618.0
a2g8vyzy,darcel_schlecht,gtx_plus_basic,globex_corporation,won,2017-03-13,2017-03-17,1247.0
f5i33e1i,elease_gluck,mg_special,sumace,engaging,2017-03-13,2017-05-22,472.0
y9b94n72,garret_kinder,mg_special,donware,won,2017-03-13,2017-05-03,55.0
34mbphrl,hayden_neloms,gtx_plus_basic,singletechno,won,2017-03-13,2017-06-17,1157.0
k73k8iq3,kary_hendrixson,gtx_basic,hottechi,won,2017-03-13,2017-05-22,537.0
8l5wbk75,kary_hendrixson,gtxpro,dalttechnology,won,2017-03-13,2017-03-30,4955.0
z1rn8d42,kary_hendrixson,gtxpro,singletechno,won,2017-03-13,2017-06-02,5606.0
4it33rbo,markita_hansen,gtx_basic,hottechi,engaging,2017-03-13,2017-05-22,472.0
jv1ncdkp,moses_frase,mg_special,isdom,won,2017-03-13,2017-05-11,57.0
eccvmnuz,rosalina_dieter,mg_special,sunnamplex,won,2017-03-13,2017-05-20,66.0
a3gvfkyp,zane_levy,gtxpro,dalttechnology,won,2017-03-13,2017-06-27,5113.0
cothr6f7,zane_levy,gtxpro,sunnamplex,won,2017-03-13,2017-05-22,4595.0
7vkqwixd,boris_faz,gtx_plus_basic,hottechi,engaging,2017-03-14,2017-05-22,472.0
3oaeev0s,cassey_cress,mg_advanced,gekko_&_co,won,2017-03-14,2017-03-21,3503.0
rth5o6zw,cassey_cress,mg_advanced,mathtouch,won,2017-03-14,2017-06-13,3600.0
v74o6xqt,daniell_hammack,gtxpro,hottechi,engaging,2017-03-14,2017-05-22,472.0
gh6u8wwn,daniell_hammack,gtx_basic,massive_dynamic,won,2017-03-14,2017-03-19,425.0
gvni96xb,darcel_schlecht,gtxpro,dontechi,won,2017-03-14,2017-06-20,4565.0
kc324lpk,darcel_schlecht,gtxpro,ron-tech,won,2017-03-14,2017-05-22,4754.0
2y2r082l,darcel_schlecht,mg_special,dambase,won,2017-03-14,2017-05-06,62.0
halgoq5d,donn_cantrell,gtxpro,betasoloin,won,2017-03-14,2017-05-30,4688.0
1r38y0c1,elease_gluck,mg_advanced,golddex,won,2017-03-14,2017-03-20,3386.0
3qqw8vj2,garret_kinder,gtxpro,xx-zobam,won,2017-03-14,2017-06-06,3869.0
8js4bwq7,gladys_colclough,gtx_basic,streethex,won,2017-03-14,2017-03-24,615.0
78toitp2,gladys_colclough,mg_special,finhigh,won,2017-03-14,2017-05-18,55.0
mrcykux4,hayden_neloms,mg_advanced,hottechi,engaging,2017-03-14,2017-05-22,472.0
3pvnggbx,markita_hansen,gtx_basic,the_new_york_inquirer,engaging,2017-03-14,2017-05-22,472.0
